Cybersecurity in radiology: Access of public hot spots and public Wi-Fi and prevention of cybercrimes and HIPAA violations.,/pubmed/24261355,"Gerard P, Kapadia N, Acharya J, Chang PT, Lefkovitz Z.",AJR Am J Roentgenol. 2013 Dec;201(6):1186-9. doi: 10.2214/AJR.12.9651. Review.,AJR Am J Roentgenol.  2013,PubMed,citation,PMID:24261355,pubmed,24261355,create date:2013/11/23 | first author:Gerard P,
Authentication systems for securing clinical documentation workflows. A systematic literature review.,/pubmed/24247789,"Schwartze J, Haarbrandt B, Fortmeier D, Haux R, Seidel C.",Methods Inf Med. 2014;53(1):3-13. doi: 10.3414/ME12-01-0078. Epub 2013 Nov 19. Review.,Methods Inf Med.  2014,PubMed,citation,PMID:24247789,pubmed,24247789,create date:2013/11/20 | first author:Schwartze J,
A study on user authentication methodology using numeric password and fingerprint biometric information.,/pubmed/24151601,"Ju SH, Seo HS, Han SH, Ryou JC, Kwak J.",Biomed Res Int. 2013;2013:427542. doi: 10.1155/2013/427542. Epub 2013 Sep 17.,Biomed Res Int.  2013,PubMed,citation,PMID:24151601 | PMCID:PMC3787579,pubmed,24151601,create date:2013/10/24 | first author:Ju SH,
Authorizing multiple chemical passwords by a combinatorial molecular keypad lock.,/pubmed/24088016,"Rout B, Milko P, Iron MA, Motiei L, Margulies D.",J Am Chem Soc. 2013 Oct 16;135(41):15330-3. doi: 10.1021/ja4081748. Epub 2013 Oct 2.,J Am Chem Soc.  2013,PubMed,citation,PMID:24088016,pubmed,24088016,create date:2013/10/04 | first author:Rout B,
Use of a web 2.0 portal to improve education and communication in young patients with families: randomized controlled trial.,/pubmed/23973555,"Hanberger L, Ludvigsson J, Nordfeldt S.",J Med Internet Res. 2013 Aug 23;15(8):e175. doi: 10.2196/jmir.2425.,J Med Internet Res.  2013,PubMed,citation,PMID:23973555 | PMCID:PMC3758041,pubmed,23973555,create date:2013/08/27 | first author:Hanberger L,
Security analysis and improvements to the PsychoPass method.,/pubmed/23942458,"Brumen B, Heričko M, Rozman I, Hölbl M.",J Med Internet Res. 2013 Aug 13;15(8):e161. doi: 10.2196/jmir.2366.,J Med Internet Res.  2013,PubMed,citation,PMID:23942458 | PMCID:PMC3742392,pubmed,23942458,create date:2013/08/15 | first author:Brumen B,
"The information security needs in radiological information systems-an insight on state hospitals of Iran, 2012.",/pubmed/23852637,"Farhadi A, Ahmadi M.",J Digit Imaging. 2013 Dec;26(6):1040-4. doi: 10.1007/s10278-013-9618-3. Review.,J Digit Imaging.  2013,PubMed,citation,PMID:23852637 | PMCID:PMC3824932,pubmed,23852637,create date:2013/07/16 | first author:Farhadi A,
"Run-length encoding graphic rules, biochemically editable designs and steganographical numeric data embedment for DNA-based cryptographical coding system.",/pubmed/23750303,Kawano T.,Commun Integr Biol. 2013 Mar 1;6(2):e23478. doi: 10.4161/cib.23478.,Commun Integr Biol.  2013,PubMed,citation,PMID:23750303 | PMCID:PMC3609851,pubmed,23750303,create date:2013/06/12 | first author:Kawano T,
Privacy and security of patient data in the pathology laboratory.,/pubmed/23599904,"Cucoranu IC, Parwani AV, West AJ, Romero-Lauro G, Nauman K, Carter AB, Balis UJ, Tuthill MJ, Pantanowitz L.",J Pathol Inform. 2013 Mar 14;4:4. doi: 10.4103/2153-3539.108542. Print 2013.,J Pathol Inform.  2013,PubMed,citation,PMID:23599904 | PMCID:PMC3624703,pubmed,23599904,create date:2013/04/20 | first author:Cucoranu IC,
Passwords usage and human memory limitations: a survey across age and educational background.,/pubmed/23227232,"Pilar DR, Jaeger A, Gomes CF, Stein LM.",PLoS One. 2012;7(12):e51067. doi: 10.1371/journal.pone.0051067. Epub 2012 Dec 5.,PLoS One.  2012,PubMed,citation,PMID:23227232 | PMCID:PMC3515440,pubmed,23227232,create date:2012/12/12 | first author:Pilar DR,
Embryonic learning of vocal passwords in superb fairy-wrens reveals intruder cuckoo nestlings.,/pubmed/23142041,"Colombelli-Négrel D, Hauber ME, Robertson J, Sulloway FJ, Hoi H, Griggio M, Kleindorfer S.",Curr Biol. 2012 Nov 20;22(22):2155-60. doi: 10.1016/j.cub.2012.09.025. Epub 2012 Nov 8.,Curr Biol.  2012,PubMed,citation,PMID:23142041,pubmed,23142041,create date:2012/11/13 | first author:Colombelli-Négrel D,
"A novel, privacy-preserving cryptographic approach for sharing sequencing data.",/pubmed/23125421,"Cassa CA, Miller RA, Mandl KD.",J Am Med Inform Assoc. 2013 Jan 1;20(1):69-76. doi: 10.1136/amiajnl-2012-001366. Epub 2012 Nov 2.,J Am Med Inform Assoc.  2013,PubMed,citation,PMID:23125421 | PMCID:PMC3555340,pubmed,23125421,create date:2012/11/06 | first author:Cassa CA,
Improving diabetes care for young people with type 1 diabetes through visual learning on mobile phones: mixed-methods study.,/pubmed/22868871,"Frøisland DH, Arsand E, Skårderud F.",J Med Internet Res. 2012 Aug 6;14(4):e111. doi: 10.2196/jmir.2155.,J Med Internet Res.  2012,PubMed,citation,PMID:22868871 | PMCID:PMC3803161,pubmed,22868871,create date:2012/08/08 | first author:Frøisland DH,
Processes and outcomes of developing a continuity of care document for use as a personal health record by people living with HIV/AIDS in New York City.,/pubmed/22841825,"Gordon P, Camhi E, Hesse R, Odlum M, Schnall R, Rodriguez M, Valdez E, Bakken S.",Int J Med Inform. 2012 Oct;81(10):e63-73. doi: 10.1016/j.ijmedinf.2012.06.004. Epub 2012 Jul 26.,Int J Med Inform.  2012,PubMed,citation,PMID:22841825 | PMCID:PMC4447096,pubmed,22841825,create date:2012/07/31 | first author:Gordon P,
MScreen: an integrated compound management and high-throughput screening data storage and analysis system.,/pubmed/22706349,"Jacob RT, Larsen MJ, Larsen SD, Kirchhoff PD, Sherman DH, Neubig RR.",J Biomol Screen. 2012 Sep;17(8):1080-7. doi: 10.1177/1087057112450186. Epub 2012 Jun 15.,J Biomol Screen.  2012,PubMed,citation,PMID:22706349 | PMCID:PMC3600606,pubmed,22706349,create date:2012/06/19 | first author:Jacob RT,
Identifying preferences for mobile health applications for self-monitoring and self-management: focus group findings from HIV-positive persons and young mothers.,/pubmed/22704234,"Ramanathan N, Swendeman D, Comulada WS, Estrin D, Rotheram-Borus MJ.",Int J Med Inform. 2013 Apr;82(4):e38-46. doi: 10.1016/j.ijmedinf.2012.05.009. Epub 2012 Jun 14.,Int J Med Inform.  2013,PubMed,citation,PMID:22704234 | PMCID:PMC3473096,pubmed,22704234,create date:2012/06/19 | first author:Ramanathan N,
Perspectives on: SGP symposium on mitochondrial physiology and medicine: molecular identities of mitochondrial Ca2+ influx mechanism: updated passwords for accessing mitochondrial Ca2+-linked health and disease.,/pubmed/22641638,"O-Uchi J, Pan S, Sheu SS.",J Gen Physiol. 2012 Jun;139(6):435-43. doi: 10.1085/jgp.201210795. Review. No abstract available. ,J Gen Physiol.  2012,PubMed,citation,PMID:22641638 | PMCID:PMC3362516,pubmed,22641638,create date:2012/05/30 | first author:O-Uchi J,
How to create memorizable and strong passwords.,/pubmed/22233980,"Cipresso P, Gaggioli A, Serino S, Cipresso S, Riva G.",J Med Internet Res. 2012 Jan 10;14(1):e10. doi: 10.2196/jmir.1906. No abstract available. ,J Med Internet Res.  2012,PubMed,citation,PMID:22233980 | PMCID:PMC3846346,pubmed,22233980,create date:2012/01/12 | first author:Cipresso P,
Virtual visitation in the neonatal intensive care: experience with the use of internet and telemedicine in a tertiary neonatal unit.,/pubmed/22058667,"Yeo C, Ho SK, Khong K, Lau Y.",Perm J. 2011 Summer;15(3):32-6.,Perm J.  2011,PubMed,citation,PMID:22058667 | PMCID:PMC3200097,pubmed,22058667,create date:2011/11/08 | first author:Yeo C,
Collapse of it programme will add to fragmentation.,/pubmed/27316814,Hill P.,Nurs Stand. 2011 Aug 10;25(49):32. doi: 10.7748/ns2011.08.25.49.32.p6055.,Nurs Stand.  2011,PubMed,citation,PMID:27316814,pubmed,27316814,create date:2011/08/10 | first author:Hill P,
Clinical and academic use of electronic and print books: the Health Sciences Library System e-book study at the University of Pittsburgh.,/pubmed/21753914,"Folb BL, Wessel CB, Czechowski LJ.",J Med Libr Assoc. 2011 Jul;99(3):218-28. doi: 10.3163/1536-5050.99.3.009.,J Med Libr Assoc.  2011,PubMed,citation,PMID:21753914 | PMCID:PMC3133903,pubmed,21753914,create date:2011/07/15 | first author:Folb BL,
[Networks of care for ST-elevation myocardial infarction in Italy. Results of the RETE IMA WEB survey].,/pubmed/21593955,"Marzocchi A, Saia F, Bolognese L, Tamburino C, Giordano A, Ramondo A, Sangiorgi GM, Tomai F, Cavallini C, Sardella G, Cortesi P, Di Pasquale G, De Servi S.",G Ital Cardiol (Rome). 2011 May;12(5):354-64. doi: 10.1714/643.7501. Italian. ,G Ital Cardiol (Rome).  2011,PubMed,citation,PMID:21593955,pubmed,21593955,create date:2011/05/20 | first author:Marzocchi A,
Teaching tools in evidence based practice: evaluation of reusable learning objects (RLOs) for learning about meta-analysis.,/pubmed/21542905,"Bath-Hextall F, Wharrad H, Leonardi-Bee J.",BMC Med Educ. 2011 May 4;11:18. doi: 10.1186/1472-6920-11-18.,BMC Med Educ.  2011,PubMed,citation,PMID:21542905 | PMCID:PMC3123313,pubmed,21542905,create date:2011/05/06 | first author:Bath-Hextall F,
How strong are passwords used to protect personal health information in clinical trials?,/pubmed/21317106,"El Emam K, Moreau K, Jonker E.",J Med Internet Res. 2011 Feb 11;13(1):e18. doi: 10.2196/jmir.1335.,J Med Internet Res.  2011,PubMed,citation,PMID:21317106 | PMCID:PMC3221339,pubmed,21317106,create date:2011/02/15 | first author:El Emam K,
Cryptanalysis and security improvements of 'two-factor user authentication in wireless sensor networks'.,/pubmed/22294935,"Khan MK, Alghathbar K.",Sensors (Basel). 2010;10(3):2450-9. doi: 10.3390/s100302450. Epub 2010 Mar 23.,Sensors (Basel).  2010,PubMed,citation,PMID:22294935 | PMCID:PMC3264488,pubmed,22294935,create date:2010/01/01 | first author:Khan MK,
Accessibility versus confidentiality of information in the emergency department.,/pubmed/19934127,"Ayatollahi H, Bath PA, Goodacre S.",Emerg Med J. 2009 Dec;26(12):857-60. doi: 10.1136/emj.2008.070557.,Emerg Med J.  2009,PubMed,citation,PMID:19934127,pubmed,19934127,create date:2009/11/26 | first author:Ayatollahi H,
"Confidentiality and the telephone in family practice: a qualitative study of the views of patients, clinicians and administrative staff.",/pubmed/19497987,"McKinstry B, Watson P, Pinnock H, Heaney D, Sheikh A.",Fam Pract. 2009 Oct;26(5):344-50. doi: 10.1093/fampra/cmp032. Epub 2009 Jun 4.,Fam Pract.  2009,PubMed,citation,PMID:19497987,pubmed,19497987,create date:2009/06/06 | first author:McKinstry B,
Dynamic searching in the brain.,/pubmed/19496023,"Mizraji E, Pomi A, Valle-Lisboa JC.",Cogn Neurodyn. 2009 Dec;3(4):401-14. doi: 10.1007/s11571-009-9084-2. Epub 2009 Jun 3.,Cogn Neurodyn.  2009,PubMed,citation,PMID:19496023 | PMCID:PMC2777191,pubmed,19496023,create date:2009/06/06 | first author:Mizraji E,
A computational Grid framework for immunological applications.,/pubmed/19487206,"Halling-Brown MD, Moss DS, Sansom CE, Shepherd AJ.",Philos Trans A Math Phys Eng Sci. 2009 Jul 13;367(1898):2705-16. doi: 10.1098/rsta.2009.0046.,Philos Trans A Math Phys Eng Sci.  2009,PubMed,citation,PMID:19487206,pubmed,19487206,create date:2009/06/03 | first author:Halling-Brown MD,
The realities of implementation of Clinical Context Object Workgroup (CCOW) standards for integration of vendor disparate clinical software in a large medical center.,/pubmed/19157966,"Berger RG, Baba J.",Int J Med Inform. 2009 Jun;78(6):386-90. doi: 10.1016/j.ijmedinf.2008.12.002. Epub 2009 Jan 20.,Int J Med Inform.  2009,PubMed,citation,PMID:19157966,pubmed,19157966,create date:2009/01/23 | first author:Berger RG,
Registration for electronic resources - challenges for part-time post qualifying students in the UK.,/pubmed/19036252,"Walton G, Ray K.",Nurse Educ Pract. 2001 Sep;1(3):113-9. doi: 10.1054/nepr.2001.0016.,Nurse Educ Pract.  2001,PubMed,citation,PMID:19036252,pubmed,19036252,create date:2008/11/28 | first author:Walton G,
A multi-functional electronic program for the management of radioisotopes.,/pubmed/18403960,"Ritchot N, Santary W.",Health Phys. 2008 May;94(5 Suppl 2):S72-7. doi: 10.1097/01.HP.0000308501.32700.f1.,Health Phys.  2008,PubMed,citation,PMID:18403960,pubmed,18403960,create date:2008/06/14 | first author:Ritchot N,
Identifying multiple submissions in Internet research: preserving data integrity.,/pubmed/18240015,"Bowen AM, Daniel CM, Williams ML, Baird GL.",AIDS Behav. 2008 Nov;12(6):964-73. doi: 10.1007/s10461-007-9352-2. Epub 2008 Feb 1.,AIDS Behav.  2008,PubMed,citation,PMID:18240015 | PMCID:PMC2615134,pubmed,18240015,create date:2008/02/02 | first author:Bowen AM,
How secure is your information system? An investigation into actual healthcare worker password practices.,/pubmed/18066366,"Cazier JA, Medlin BD.",Perspect Health Inf Manag. 2006 Sep 27;3:8.,Perspect Health Inf Manag.  2006,PubMed,citation,PMID:18066366 | PMCID:PMC2047302,pubmed,18066366,create date:2007/12/11 | first author:Cazier JA,
Access to electronic health knowledge in five countries in Africa: a descriptive study.,/pubmed/17509132,"Smith H, Bukirwa H, Mukasa O, Snell P, Adeh-Nsoh S, Mbuyita S, Honorati M, Orji B, Garner P.",BMC Health Serv Res. 2007 May 17;7:72.,BMC Health Serv Res.  2007,PubMed,citation,PMID:17509132 | PMCID:PMC1885254,pubmed,17509132,create date:2007/05/19 | first author:Smith H,
Electronic patient data confidentiality practices among surgical trainees: questionnaire study.,/pubmed/17059715,"Mole DJ, Fox C, Napolitano G.",Ann R Coll Surg Engl. 2006 Oct;88(6):550-3.,Ann R Coll Surg Engl.  2006,PubMed,citation,PMID:17059715 | PMCID:PMC1963756,pubmed,17059715,create date:2006/10/25 | first author:Mole DJ,
Funding free and universal access to Journal of Neuroinflammation.,/pubmed/15485579,"Mrak RE, Griffin WS.",J Neuroinflammation. 2004 Oct 14;1(1):19.,J Neuroinflammation.  2004,PubMed,citation,PMID:15485579 | PMCID:PMC528856,pubmed,15485579,create date:2004/10/16 | first author:Mrak RE,
Online Data Collection in Women's Health Research: A Study of Perimenopausal Women with Migraines.,/pubmed/20209041,"Moloney MF, Strickland OL, Dietrich A, Myerburg S.",NWSA J. 2004 Oct 1;16(3):70-92.,NWSA J.  2004,PubMed,citation,PMID:20209041 | PMCID:PMC2832339,pubmed,20209041,create date:2004/10/01 | first author:Moloney MF,
Survivable authentication for health information systems.,/pubmed/14728296,"Bicakci K, Baykal N.",AMIA Annu Symp Proc. 2003:791.,AMIA Annu Symp Proc.  2003,PubMed,citation,PMID:14728296 | PMCID:PMC1480083,pubmed,14728296,create date:2004/01/20 | first author:Bicakci K,
Developing policies and procedures for a picture archiving and communication system.,/pubmed/11442118,Gaytos B.,J Digit Imaging. 2001 Jun;14(2 Suppl 1):44-7.,J Digit Imaging.  2001,PubMed,citation,PMID:11442118 | PMCID:PMC3452735,pubmed,11442118,create date:2001/07/10 | first author:Gaytos B,
A password for species recognition in a brood-parasitic bird.,/pubmed/11375088,"Hauber ME, Russo SA, Sherman PW.",Proc Biol Sci. 2001 May 22;268(1471):1041-8.,Proc Biol Sci.  2001,PubMed,citation,PMID:11375088 | PMCID:PMC1088706,pubmed,11375088,create date:2001/05/26 | first author:Hauber ME,
End-user programs in medical school libraries: a survey.,/pubmed/3285934,"Welborn V, Kuehn JJ.",Bull Med Libr Assoc. 1988 Apr;76(2):137-40.,Bull Med Libr Assoc.  1988,PubMed,citation,PMID:3285934 | PMCID:PMC227165,pubmed,3285934,create date:1988/04/01 | first author:Welborn V,
Evaluation of a program to teach health professionals to search MEDLINE.,/pubmed/3315051,"Starr SS, Renford BL.",Bull Med Libr Assoc. 1987 Jul;75(3):193-201.,Bull Med Libr Assoc.  1987,PubMed,citation,PMID:3315051 | PMCID:PMC227682,pubmed,3315051,create date:1987/07/01 | first author:Starr SS,
The computer: an effective research assistant.,/pubmed/21279042,Gancher W.,Can Fam Physician. 1984 Apr;30:885-7.,Can Fam Physician.  1984,PubMed,citation,PMID:21279042 | PMCID:PMC2154086,pubmed,21279042,create date:1984/04/01 | first author:Gancher W,
A model for cytoplasm-governed gene regulation.,/pubmed/795425,"Lichtenstein AV, Shapot VS.",Biochem J. 1976 Dec 1;159(3):783-94. Review.,Biochem J.  1976,PubMed,citation,PMID:795425 | PMCID:PMC1164182,pubmed,795425,create date:1976/12/01 | first author:Lichtenstein AV,
